dniCliente,fechaCreacion,orden,codigoEjercicio,cantidadSeries,cantidadRepeticiones,descansoSegundos,observaciones
43868067,2026-06-17,7,9,3,12,60,Realizar el movimiento completo.
43868067,2026-06-17,8,46,5,11,90,Aumentar el peso si completa todas las series.
43868067,2026-06-17,9,19,4,13,45,Mantener la técnica durante todo el ejercicio.
30986280,2025-12-10,1,44,5,9,45,
30986280,2025-12-10,2,47,5,8,45,
30986280,2025-12-10,3,22,3,14,30,Mantener la técnica durante todo el ejercicio.
30986280,2025-12-10,4,15,3,8,45,
30986280,2025-12-10,5,32,4,9,120,
30986280,2025-12-10,6,6,3,11,120,
30986280,2025-12-10,7,52,4,9,120,
30986280,2026-07-11,1,37,3,15,120,Reducir el peso si pierde la técnica.
30986280,2026-07-11,2,41,3,15,60,
30986280,2026-07-11,3,13,3,12,60,Evitar impulsos.
30986280,2026-07-11,4,24,5,10,45,Evitar impulsos.
30986280,2026-07-11,5,36,3,14,60,
30986280,2026-07-11,6,17,4,13,30,Evitar impulsos.
30986280,2026-07-11,7,45,5,15,45,Reducir el peso si pierde la técnica.
30986280,2026-07-17,1,50,5,9,90,Controlar la velocidad de ejecución.
30986280,2026-07-17,2,27,3,8,120,Realizar el movimiento completo.
30986280,2026-07-17,3,14,3,14,45,Realizar el movimiento completo.
30986280,2026-07-17,4,34,5,13,30,Reducir el peso si pierde la técnica.
30986280,2026-07-17,5,54,5,13,60,Aumentar el peso si completa todas las series.
30986280,2026-07-17,6,37,4,12,60,Reducir el peso si pierde la técnica.
30986280,2026-07-17,7,39,3,11,30,
30986280,2026-07-17,8,33,4,15,30,Aumentar el peso si completa todas las series.
30986280,2026-07-17,9,45,4,15,45,Evitar impulsos.
38632323,2026-07-19,1,17,3,8,60,Mantener la técnica durante todo el ejercicio.
38632323,2026-07-19,2,3,4,14,60,
38632323,2026-07-19,3,14,3,13,90,Aumentar el peso si completa todas las series.
38632323,2026-07-19,4,42,5,15,30,Reducir el peso si pierde la técnica.
38632323,2026-07-19,5,16,4,9,45,Evitar impulsos.
38632323,2026-07-19,6,2,3,13,90,Reducir el peso si pierde la técnica.
38632323,2026-08-07,1,12,4,8,90,Evitar impulsos.
38632323,2026-08-07,2,42,4,15,120,
38632323,2026-08-07,3,7,5,14,60,Aumentar el peso si completa todas las series.
38632323,2026-08-07,4,53,3,12,120,Realizar el movimiento completo.
38632323,2026-08-07,5,16,5,14,45,Reducir el peso si pierde la técnica.
38632323,2026-08-07,6,5,5,11,90,
38632323,2026-08-07,7,13,5,11,45,Evitar impulsos.
38632323,2026-08-07,8,25,3,15,90,Controlar la velocidad de ejecución.
38632323,2026-08-07,9,8,4,11,60,Evitar impulsos.
38632323,2026-08-07,10,14,3,8,60,
38632323,2026-04-05,1,51,5,13,120,Aumentar el peso si completa todas las series.
38632323,2026-04-05,2,39,5,15,45,Evitar impulsos.
38632323,2026-04-05,3,26,5,11,90,
38632323,2026-04-05,4,49,5,8,45,Realizar el movimiento completo.
38632323,2026-04-05,5,32,3,15,60,Evitar impulsos.
38632323,2026-04-05,6,48,3,11,45,
38632323,2026-04-05,7,9,4,10,45,
38632323,2026-04-30,1,43,3,15,30,Reducir el peso si pierde la técnica.
38632323,2026-04-30,2,10,3,11,120,
38632323,2026-04-30,3,5,5,10,120,
38632323,2026-04-30,4,2,4,9,60,Aumentar el peso si completa todas las series.
38632323,2026-04-30,5,36,4,14,60,
38632323,2026-04-30,6,11,3,11,90,Mantener la técnica durante todo el ejercicio.
38632323,2026-07-15,1,4,3,10,60,
38632323,2026-07-15,2,6,4,14,120,Reducir el peso si pierde la técnica.
38632323,2026-07-15,3,34,3,13,60,Mantener la técnica durante todo el ejercicio.
38632323,2026-07-15,4,1,5,8,60,
38632323,2026-07-15,5,44,5,13,120,Mantener la técnica durante todo el ejercicio.
38632323,2026-07-15,6,28,4,11,120,Reducir el peso si pierde la técnica.
38632323,2026-07-15,7,32,4,10,120,Aumentar el peso si completa todas las series.
38632323,2026-07-15,8,16,3,13,90,
38632323,2026-07-15,9,36,3,12,90,
38632323,2026-07-15,10,12,4,15,30,
31934497,2026-07-18,1,55,3,10,120,Controlar la velocidad de ejecución.
31934497,2026-07-18,2,35,4,15,120,
31934497,2026-07-18,3,9,3,14,45,
31934497,2026-07-18,4,33,5,9,60,Evitar impulsos.
31934497,2026-07-18,5,53,3,14,90,Realizar el movimiento completo.
31934497,2026-07-18,6,22,4,14,90,
31934497,2026-07-18,7,39,4,13,60,Aumentar el peso si completa todas las series.
31934497,2026-07-18,8,3,5,9,60,Realizar el movimiento completo.
31934497,2026-08-03,1,44,4,12,60,Evitar impulsos.
31934497,2026-08-03,2,45,5,12,90,Reducir el peso si pierde la técnica.
31934497,2026-08-03,3,23,4,10,120,Realizar el movimiento completo.
31934497,2026-08-03,4,30,4,15,45,
31934497,2026-08-03,5,53,3,15,120,Aumentar el peso si completa todas las series.
31934497,2026-08-03,6,16,4,8,30,Reducir el peso si pierde la técnica.
31934497,2026-08-03,7,6,5,10,120,Evitar impulsos.
31934497,2026-08-03,8,49,4,12,30,Controlar la velocidad de ejecución.
31934497,2026-08-03,9,10,4,12,60,Controlar la velocidad de ejecución.
31934497,2026-07-19,1,3,3,9,45,Mantener la técnica durante todo el ejercicio.
31934497,2026-07-19,2,49,3,11,90,
31934497,2026-07-19,3,29,5,13,90,Realizar el movimiento completo.
31934497,2026-07-19,4,9,4,13,60,
31934497,2026-07-19,5,6,3,14,45,
31934497,2026-07-19,6,34,4,8,90,Mantener la técnica durante todo el ejercicio.
31934497,2026-07-19,7,1,4,15,60,Mantener la técnica durante todo el ejercicio.
35844112,2026-02-12,1,2,4,10,30,
35844112,2026-02-12,2,13,4,12,60,Realizar el movimiento completo.
35844112,2026-02-12,3,51,4,9,30,Controlar la velocidad de ejecución.
35844112,2026-02-12,4,45,3,11,90,Mantener la técnica durante todo el ejercicio.
35844112,2026-02-12,5,9,4,12,120,
35844112,2026-02-12,6,3,4,8,60,Realizar el movimiento completo.
35844112,2026-02-12,7,14,5,10,120,Controlar la velocidad de ejecución.
35844112,2026-02-12,8,20,3,12,90,Aumentar el peso si completa todas las series.
35844112,2026-02-12,9,1,5,10,60,Reducir el peso si pierde la técnica.
35844112,2026-04-09,1,30,4,9,60,Controlar la velocidad de ejecución.
35844112,2026-04-09,2,31,4,9,90,Controlar la velocidad de ejecución.
35844112,2026-04-09,3,54,5,8,30,
35844112,2026-04-09,4,8,3,12,90,Reducir el peso si pierde la técnica.
35844112,2026-04-09,5,11,4,9,120,
35844112,2026-04-09,6,20,3,14,45,
35844112,2026-04-09,7,4,4,8,60,
41153924,2026-07-20,1,23,5,11,90,
41153924,2026-07-20,2,2,5,11,120,Reducir el peso si pierde la técnica.
41153924,2026-07-20,3,52,4,9,90,
41153924,2026-07-20,4,55,4,11,30,
41153924,2026-07-20,5,5,5,12,30,Reducir el peso si pierde la técnica.
41153924,2026-07-20,6,36,3,11,30,Reducir el peso si pierde la técnica.
41153924,2026-07-20,7,31,5,13,45,Controlar la velocidad de ejecución.
42399071,2026-04-23,1,35,3,11,90,
42399071,2026-04-23,2,49,3,11,120,
42399071,2026-04-23,3,32,5,8,30,Evitar impulsos.
42399071,2026-04-23,4,17,5,12,90,
42399071,2026-04-23,5,27,5,8,90,Mantener la técnica durante todo el ejercicio.
42399071,2026-04-23,6,43,5,12,60,Reducir el peso si pierde la técnica.
42399071,2026-04-23,7,28,4,12,45,
42399071,2026-04-23,8,45,3,12,60,Realizar el movimiento completo.
42399071,2026-05-25,1,22,3,8,60,
42399071,2026-05-25,2,33,4,12,45,
42399071,2026-05-25,3,15,3,15,60,Realizar el movimiento completo.
42399071,2026-05-25,4,31,5,9,60,Mantener la técnica durante todo el ejercicio.
42399071,2026-05-25,5,5,5,13,60,Mantener la técnica durante todo el ejercicio.
42399071,2026-05-25,6,12,3,12,45,
42399071,2026-08-04,1,1,5,13,60,Mantener la técnica durante todo el ejercicio.
42399071,2026-08-04,2,30,5,9,30,
42399071,2026-08-04,3,14,5,10,45,
42399071,2026-08-04,4,21,3,13,120,Reducir el peso si pierde la técnica.
42399071,2026-08-04,5,43,5,13,120,Realizar el movimiento completo.
42399071,2026-08-04,6,51,3,9,60,Controlar la velocidad de ejecución.
42399071,2026-08-04,7,26,3,15,120,
42399071,2026-08-04,8,50,3,9,90,Controlar la velocidad de ejecución.
42399071,2026-08-04,9,39,4,10,30,
40205064,2026-07-30,1,1,4,11,30,
40205064,2026-07-30,2,29,4,8,60,Aumentar el peso si completa todas las series.
40205064,2026-07-30,3,45,4,12,60,
40205064,2026-07-30,4,9,4,8,90,Controlar la velocidad de ejecución.
40205064,2026-07-30,5,2,4,14,90,Controlar la velocidad de ejecución.
40205064,2026-07-30,6,43,5,15,120,
40205064,2026-06-16,1,4,4,9,30,Realizar el movimiento completo.
40205064,2026-06-16,2,45,5,14,45,
40205064,2026-06-16,3,20,5,12,90,Realizar el movimiento completo.
40205064,2026-06-16,4,18,5,9,120,Reducir el peso si pierde la técnica.
40205064,2026-06-16,5,37,5,10,30,Realizar el movimiento completo.
40205064,2026-06-16,6,52,4,10,30,Reducir el peso si pierde la técnica.
40205064,2026-06-16,7,19,5,15,60,Evitar impulsos.
40205064,2026-06-16,8,50,3,12,30,
40990404,2025-10-14,1,10,5,11,45,Controlar la velocidad de ejecución.
40990404,2025-10-14,2,36,4,15,120,
40990404,2025-10-14,3,6,5,9,90,Evitar impulsos.
40990404,2025-10-14,4,54,4,8,45,
40990404,2025-10-14,5,7,5,8,30,Reducir el peso si pierde la técnica.
40990404,2025-10-14,6,15,3,14,120,Controlar la velocidad de ejecución.
40990404,2025-10-14,7,53,5,9,90,Evitar impulsos.
40990404,2026-07-30,1,37,4,14,60,
40990404,2026-07-30,2,55,3,9,45,
40990404,2026-07-30,3,19,3,12,120,Controlar la velocidad de ejecución.
40990404,2026-07-30,4,26,5,11,60,Controlar la velocidad de ejecución.
40990404,2026-07-30,5,39,4,15,45,Reducir el peso si pierde la técnica.
40990404,2026-07-30,6,27,5,12,30,
40990404,2026-07-30,7,35,4,14,30,Mantener la técnica durante todo el ejercicio.
40990404,2026-07-30,8,1,4,15,120,
40990404,2026-07-30,9,49,4,15,60,
40990404,2026-07-30,10,15,3,10,30,Mantener la técnica durante todo el ejercicio.
40990404,2026-08-06,1,5,4,10,45,
40990404,2026-08-06,2,6,5,14,30,Evitar impulsos.
40990404,2026-08-06,3,10,4,10,120,Controlar la velocidad de ejecución.
40990404,2026-08-06,4,9,4,9,120,
40990404,2026-08-06,5,23,4,13,60,
40990404,2026-08-06,6,25,5,12,45,Aumentar el peso si completa todas las series.
38975732,2026-08-01,1,53,5,11,90,
38975732,2026-08-01,2,25,5,15,60,Aumentar el peso si completa todas las series.
38975732,2026-08-01,3,6,4,12,60,
38975732,2026-08-01,4,46,5,15,90,Realizar el movimiento completo.
38975732,2026-08-01,5,17,5,14,60,
38975732,2026-08-01,6,52,3,10,120,Reducir el peso si pierde la técnica.
38975732,2026-08-01,7,15,4,10,45,
38975732,2026-07-11,1,15,3,14,90,Controlar la velocidad de ejecución.
38975732,2026-07-11,2,32,3,12,30,Controlar la velocidad de ejecución.
38975732,2026-07-11,3,9,3,9,120,
38975732,2026-07-11,4,43,5,10,30,Mantener la técnica durante todo el ejercicio.
38975732,2026-07-11,5,6,4,12,30,Reducir el peso si pierde la técnica.
38975732,2026-07-11,6,50,5,8,30,Controlar la velocidad de ejecución.
38975732,2026-07-11,7,12,5,13,30,
38975732,2026-07-11,8,29,4,9,45,Aumentar el peso si completa todas las series.
38975732,2026-08-07,1,46,5,8,90,Evitar impulsos.
38975732,2026-08-07,2,11,5,13,45,Aumentar el peso si completa todas las series.
38975732,2026-08-07,3,23,3,10,90,Evitar impulsos.
38975732,2026-08-07,4,12,3,8,30,
38975732,2026-08-07,5,48,5,14,45,Evitar impulsos.
38975732,2026-08-07,6,14,3,9,90,Controlar la velocidad de ejecución.
38975732,2026-08-07,7,34,5,9,60,
44737774,2026-07-16,1,7,3,15,30,Aumentar el peso si completa todas las series.
44737774,2026-07-16,2,33,3,12,120,Controlar la velocidad de ejecución.
44737774,2026-07-16,3,29,4,9,30,Controlar la velocidad de ejecución.
44737774,2026-07-16,4,27,3,9,30,
44737774,2026-07-16,5,31,3,13,30,
44737774,2026-07-16,6,9,4,8,60,
38105411,2026-08-01,1,52,5,13,90,Evitar impulsos.
38105411,2026-08-01,2,47,5,11,30,Mantener la técnica durante todo el ejercicio.
38105411,2026-08-01,3,42,5,9,120,Reducir el peso si pierde la técnica.
38105411,2026-08-01,4,51,3,15,90,Evitar impulsos.
38105411,2026-08-01,5,26,3,8,30,Realizar el movimiento completo.
38105411,2026-08-01,6,41,4,13,90,Realizar el movimiento completo.
38105411,2026-03-13,1,49,3,11,90,
38105411,2026-03-13,2,3,3,15,30,
38105411,2026-03-13,3,33,4,15,120,Realizar el movimiento completo.
38105411,2026-03-13,4,30,5,8,120,Reducir el peso si pierde la técnica.
38105411,2026-03-13,5,16,3,11,45,
38105411,2026-03-13,6,48,3,10,60,Controlar la velocidad de ejecución.
38105411,2026-03-13,7,55,4,8,30,Realizar el movimiento completo.
38105411,2026-03-13,8,9,3,15,90,Aumentar el peso si completa todas las series.
38105411,2026-03-13,9,40,3,14,90,
38105411,2026-08-05,1,40,5,9,30,Realizar el movimiento completo.
38105411,2026-08-05,2,29,4,12,45,Evitar impulsos.
38105411,2026-08-05,3,22,5,11,60,Evitar impulsos.
38105411,2026-08-05,4,55,5,15,60,
38105411,2026-08-05,5,7,4,8,90,Realizar el movimiento completo.
38105411,2026-08-05,6,5,5,8,60,
38105411,2026-08-05,7,25,4,11,60,Realizar el movimiento completo.
38803223,2025-11-28,1,22,4,14,120,Realizar el movimiento completo.
38803223,2025-11-28,2,30,4,14,45,
38803223,2025-11-28,3,32,4,14,60,Realizar el movimiento completo.
38803223,2025-11-28,4,20,5,8,30,
38803223,2025-11-28,5,7,3,15,30,Reducir el peso si pierde la técnica.
38803223,2025-11-28,6,12,5,12,30,Realizar el movimiento completo.
38803223,2025-11-28,7,8,5,11,90,Evitar impulsos.
38803223,2025-11-28,8,48,3,13,90,
38803223,2025-11-28,9,9,4,10,90,Mantener la técnica durante todo el ejercicio.
38803223,2025-11-28,10,4,3,12,45,
38803223,2026-07-06,1,48,5,10,120,Reducir el peso si pierde la técnica.
38803223,2026-07-06,2,34,4,15,45,Controlar la velocidad de ejecución.
38803223,2026-07-06,3,37,4,10,90,
38803223,2026-07-06,4,19,4,11,60,Realizar el movimiento completo.
38803223,2026-07-06,5,35,5,14,45,Realizar el movimiento completo.
38803223,2026-07-06,6,8,3,15,120,Controlar la velocidad de ejecución.
38803223,2026-07-06,7,31,3,12,120,Mantener la técnica durante todo el ejercicio.
38803223,2026-07-06,8,42,4,14,30,Controlar la velocidad de ejecución.
38803223,2026-07-06,9,11,4,10,120,Aumentar el peso si completa todas las series.
38803223,2026-07-06,10,14,5,14,45,Realizar el movimiento completo.
38803223,2026-07-28,1,9,3,13,60,Aumentar el peso si completa todas las series.
38803223,2026-07-28,2,23,5,10,90,Reducir el peso si pierde la técnica.
38803223,2026-07-28,3,3,3,15,90,
38803223,2026-07-28,4,5,5,9,45,Aumentar el peso si completa todas las series.
38803223,2026-07-28,5,26,3,10,45,
38803223,2026-07-28,6,18,4,11,45,
38803223,2026-07-28,7,2,5,14,45,
38803223,2026-07-28,8,12,3,14,60,Mantener la técnica durante todo el ejercicio.
38803223,2026-07-28,9,51,4,10,45,Mantener la técnica durante todo el ejercicio.
38803223,2026-07-28,10,53,3,13,90,Mantener la técnica durante todo el ejercicio.
38803223,2026-07-31,1,50,3,11,120,Reducir el peso si pierde la técnica.
38803223,2026-07-31,2,49,3,9,60,Aumentar el peso si completa todas las series.
38803223,2026-07-31,3,40,3,8,45,Evitar impulsos.
38803223,2026-07-31,4,45,4,15,90,Aumentar el peso si completa todas las series.
38803223,2026-07-31,5,16,4,9,45,Controlar la velocidad de ejecución.
38803223,2026-07-31,6,39,4,12,90,Controlar la velocidad de ejecución.
38803223,2026-07-31,7,36,4,8,60,
38803223,2026-07-31,8,20,3,8,90,
38803223,2026-06-13,1,45,5,11,60,Mantener la técnica durante todo el ejercicio.
38803223,2026-06-13,2,9,4,12,90,
38803223,2026-06-13,3,5,5,8,45,Realizar el movimiento completo.
38803223,2026-06-13,4,1,5,14,90,
38803223,2026-06-13,5,29,3,14,120,
38803223,2026-06-13,6,24,5,14,45,Controlar la velocidad de ejecución.
38803223,2026-07-14,1,15,4,13,120,Controlar la velocidad de ejecución.
38803223,2026-07-14,2,33,3,10,90,Evitar impulsos.
38803223,2026-07-14,3,51,3,10,30,Aumentar el peso si completa todas las series.
38803223,2026-07-14,4,10,3,15,90,Aumentar el peso si completa todas las series.
38803223,2026-07-14,5,41,4,8,90,Aumentar el peso si completa todas las series.
38803223,2026-07-14,6,36,4,15,30,Mantener la técnica durante todo el ejercicio.
38803223,2026-07-14,7,54,3,10,60,
38803223,2026-07-14,8,42,5,10,30,Reducir el peso si pierde la técnica.
34484403,2026-01-17,1,22,5,15,30,Reducir el peso si pierde la técnica.
34484403,2026-01-17,2,42,4,8,45,Realizar el movimiento completo.
34484403,2026-01-17,3,43,5,8,30,Controlar la velocidad de ejecución.
34484403,2026-01-17,4,44,3,15,60,
34484403,2026-01-17,5,53,4,12,45,Evitar impulsos.
34484403,2026-01-17,6,4,4,12,120,Evitar impulsos.
34484403,2026-01-17,7,10,3,12,30,Mantener la técnica durante todo el ejercicio.
34484403,2026-01-17,8,20,5,9,120,
34484403,2026-07-22,1,51,5,12,60,
34484403,2026-07-22,2,11,3,10,45,Aumentar el peso si completa todas las series.
34484403,2026-07-22,3,54,3,15,30,Realizar el movimiento completo.
34484403,2026-07-22,4,20,3,10,90,
34484403,2026-07-22,5,39,5,12,60,
34484403,2026-07-22,6,13,5,13,60,Realizar el movimiento completo.
34484403,2026-07-22,7,19,5,8,120,Reducir el peso si pierde la técnica.
34484403,2026-07-22,8,14,3,13,60,Mantener la técnica durante todo el ejercicio.
34484403,2026-07-22,9,34,4,15,90,Realizar el movimiento completo.
34484403,2026-05-26,1,13,4,13,30,Controlar la velocidad de ejecución.
34484403,2026-05-26,2,11,3,15,120,Mantener la técnica durante todo el ejercicio.
34484403,2026-05-26,3,26,3,10,120,Reducir el peso si pierde la técnica.
34484403,2026-05-26,4,21,5,11,30,
34484403,2026-05-26,5,6,5,13,120,
34484403,2026-05-26,6,8,5,14,90,Realizar el movimiento completo.
34484403,2026-07-21,1,48,5,9,45,Mantener la técnica durante todo el ejercicio.
34484403,2026-07-21,2,50,4,12,45,
34484403,2026-07-21,3,34,3,14,45,Mantener la técnica durante todo el ejercicio.
34484403,2026-07-21,4,8,3,11,30,
34484403,2026-07-21,5,20,4,13,90,
34484403,2026-07-21,6,22,5,10,90,
34484403,2026-07-21,7,33,3,12,60,Realizar el movimiento completo.
35669779,2026-01-22,1,41,4,14,90,Mantener la técnica durante todo el ejercicio.
35669779,2026-01-22,2,55,5,8,45,
35669779,2026-01-22,3,29,3,8,45,
35669779,2026-01-22,4,25,4,11,90,Controlar la velocidad de ejecución.
35669779,2026-01-22,5,33,5,9,45,
35669779,2026-01-22,6,50,4,8,60,Evitar impulsos.
35669779,2026-08-07,1,41,4,13,60,Aumentar el peso si completa todas las series.
35669779,2026-08-07,2,10,3,11,30,Reducir el peso si pierde la técnica.
35669779,2026-08-07,3,50,4,8,120,Realizar el movimiento completo.
35669779,2026-08-07,4,9,3,11,30,Reducir el peso si pierde la técnica.
35669779,2026-08-07,5,11,4,12,30,Reducir el peso si pierde la técnica.
35669779,2026-08-07,6,7,3,10,90,Realizar el movimiento completo.
35669779,2026-07-31,1,32,3,9,45,Mantener la técnica durante todo el ejercicio.
35669779,2026-07-31,2,16,3,10,90,
35669779,2026-07-31,3,46,5,10,60,Realizar el movimiento completo.
35669779,2026-07-31,4,13,4,11,60,
35669779,2026-07-31,5,42,4,15,45,
35669779,2026-07-31,6,29,3,12,30,Mantener la técnica durante todo el ejercicio.
35669779,2026-07-31,7,23,5,14,90,Evitar impulsos.
35669779,2026-07-31,8,54,4,12,30,Controlar la velocidad de ejecución.
35669779,2026-07-31,9,10,3,9,90,Reducir el peso si pierde la técnica.
35669779,2026-06-18,1,52,4,12,120,Controlar la velocidad de ejecución.
35669779,2026-06-18,2,36,3,9,45,Controlar la velocidad de ejecución.
35669779,2026-06-18,3,34,4,15,90,
35669779,2026-06-18,4,11,3,12,30,
35669779,2026-06-18,5,9,3,8,45,Mantener la técnica durante todo el ejercicio.
35669779,2026-06-18,6,21,4,12,90,
35669779,2026-06-18,7,28,5,11,60,Reducir el peso si pierde la técnica.
35669779,2026-07-23,1,37,4,14,30,Reducir el peso si pierde la técnica.
35669779,2026-07-23,2,53,3,10,90,Evitar impulsos.
35669779,2026-07-23,3,8,5,15,45,Reducir el peso si pierde la técnica.
35669779,2026-07-23,4,20,5,13,120,Controlar la velocidad de ejecución.
35669779,2026-07-23,5,17,3,9,30,Realizar el movimiento completo.
35669779,2026-07-23,6,40,3,12,60,Realizar el movimiento completo.
35669779,2026-07-23,7,36,4,11,60,Aumentar el peso si completa todas las series.
35669779,2026-07-23,8,49,4,11,90,Evitar impulsos.
35669779,2026-07-23,9,5,4,14,60,Controlar la velocidad de ejecución.
35669779,2026-07-23,10,18,5,15,120,Controlar la velocidad de ejecución.
48985373,2026-07-25,1,20,5,10,90,
48985373,2026-07-25,2,29,3,12,45,Controlar la velocidad de ejecución.
48985373,2026-07-25,3,28,5,8,120,Reducir el peso si pierde la técnica.
48985373,2026-07-25,4,9,3,10,30,
48985373,2026-07-25,5,43,3,13,60,Aumentar el peso si completa todas las series.
48985373,2026-07-25,6,1,5,8,90,
40848612,2025-12-11,1,42,4,8,30,Evitar impulsos.
40848612,2025-12-11,2,43,5,10,60,Realizar el movimiento completo.
40848612,2025-12-11,3,30,5,13,60,
40848612,2025-12-11,4,54,4,12,30,Aumentar el peso si completa todas las series.
40848612,2025-12-11,5,16,4,8,60,Mantener la técnica durante todo el ejercicio.
40848612,2025-12-11,6,1,3,8,30,
40848612,2025-12-11,7,23,4,13,120,Reducir el peso si pierde la técnica.
40848612,2025-12-11,8,26,4,11,120,
40848612,2025-12-11,9,31,3,14,45,
40848612,2026-01-04,1,36,4,12,30,Realizar el movimiento completo.
40848612,2026-01-04,2,55,4,13,120,Evitar impulsos.
40848612,2026-01-04,3,11,4,8,30,Aumentar el peso si completa todas las series.
40848612,2026-01-04,4,9,4,8,90,Reducir el peso si pierde la técnica.
40848612,2026-01-04,5,32,5,13,30,
40848612,2026-01-04,6,31,3,8,45,
40848612,2026-01-04,7,19,5,15,90,Aumentar el peso si completa todas las series.
40848612,2026-02-07,1,26,5,9,120,Controlar la velocidad de ejecución.
40848612,2026-02-07,2,3,3,11,60,Reducir el peso si pierde la técnica.
40848612,2026-02-07,3,51,5,13,60,
40848612,2026-02-07,4,22,5,12,30,
40848612,2026-02-07,5,43,5,11,60,Evitar impulsos.
40848612,2026-02-07,6,49,3,10,45,Mantener la técnica durante todo el ejercicio.
40848612,2026-02-07,7,11,5,12,45,
40848612,2026-07-08,1,33,4,8,30,Reducir el peso si pierde la técnica.
40848612,2026-07-08,2,7,5,9,60,Mantener la técnica durante todo el ejercicio.
40848612,2026-07-08,3,8,3,9,120,
40848612,2026-07-08,4,43,5,10,30,
40848612,2026-07-08,5,17,5,13,120,Mantener la técnica durante todo el ejercicio.
40848612,2026-07-08,6,42,3,10,30,Mantener la técnica durante todo el ejercicio.
40848612,2026-07-08,7,18,5,9,90,Evitar impulsos.
40848612,2026-07-08,8,50,4,11,90,Aumentar el peso si completa todas las series.
40848612,2026-08-06,1,36,3,8,60,Evitar impulsos.
40848612,2026-08-06,2,55,5,15,60,Aumentar el peso si completa todas las series.
40848612,2026-08-06,3,12,4,14,30,Controlar la velocidad de ejecución.
40848612,2026-08-06,4,10,5,8,90,Mantener la técnica durante todo el ejercicio.
40848612,2026-08-06,5,32,3,14,60,Aumentar el peso si completa todas las series.
40848612,2026-08-06,6,42,4,13,120,Controlar la velocidad de ejecución.
40848612,2026-08-06,7,9,4,13,45,
40848612,2026-08-06,8,37,4,10,60,
48953792,2026-02-18,1,26,3,10,90,Aumentar el peso si completa todas las series.
48953792,2026-02-18,2,42,4,11,60,Aumentar el peso si completa todas las series.
48953792,2026-02-18,3,50,3,9,45,Mantener la técnica durante todo el ejercicio.
48953792,2026-02-18,4,13,3,10,45,Mantener la técnica durante todo el ejercicio.
48953792,2026-02-18,5,1,3,8,60,
48953792,2026-02-18,6,3,4,11,120,
48953792,2026-02-18,7,5,5,8,30,Controlar la velocidad de ejecución.
48953792,2026-02-18,8,23,4,13,30,Controlar la velocidad de ejecución.
48953792,2026-02-18,9,11,3,9,90,
48953792,2026-02-18,10,40,4,10,30,Mantener la técnica durante todo el ejercicio.
35051476,2026-07-31,1,49,3,15,90,
35051476,2026-07-31,2,48,4,8,90,Evitar impulsos.
35051476,2026-07-31,3,50,3,15,45,Reducir el peso si pierde la técnica.
35051476,2026-07-31,4,31,4,14,60,Reducir el peso si pierde la técnica.
35051476,2026-07-31,5,8,4,8,60,Mantener la técnica durante todo el ejercicio.
35051476,2026-07-31,6,39,5,10,120,
35051476,2026-07-31,7,51,5,14,60,
35051476,2026-08-01,1,26,5,13,120,
35051476,2026-08-01,2,7,3,8,90,Evitar impulsos.
35051476,2026-08-01,3,20,3,15,120,Reducir el peso si pierde la técnica.
35051476,2026-08-01,4,40,4,15,120,Evitar impulsos.
35051476,2026-08-01,5,31,5,15,60,
35051476,2026-08-01,6,15,4,13,45,
35051476,2026-08-01,7,50,5,12,60,
35051476,2026-08-01,8,43,4,9,120,
35051476,2026-08-01,9,27,5,9,45,Evitar impulsos.
35051476,2026-08-04,1,30,5,8,30,Aumentar el peso si completa todas las series.
35051476,2026-08-04,2,1,3,10,30,
35051476,2026-08-04,3,10,5,13,30,Evitar impulsos.
35051476,2026-08-04,4,2,3,13,120,
35051476,2026-08-04,5,35,3,8,45,Reducir el peso si pierde la técnica.
35051476,2026-08-04,6,54,5,11,30,Reducir el peso si pierde la técnica.
35051476,2026-08-04,7,39,3,10,60,Aumentar el peso si completa todas las series.
35051476,2026-08-04,8,7,3,12,45,Evitar impulsos.
35051476,2026-08-04,9,45,4,9,90,Mantener la técnica durante todo el ejercicio.
35051476,2026-08-04,10,22,4,12,90,Reducir el peso si pierde la técnica.
33663336,2025-12-12,1,6,5,9,120,
33663336,2025-12-12,2,26,3,11,120,
33663336,2025-12-12,3,44,3,9,30,Evitar impulsos.
33663336,2025-12-12,4,24,5,8,90,Controlar la velocidad de ejecución.
33663336,2025-12-12,5,35,3,15,120,Realizar el movimiento completo.
33663336,2025-12-12,6,31,3,15,45,Reducir el peso si pierde la técnica.
33663336,2026-07-23,1,51,5,10,45,
33663336,2026-07-23,2,1,4,13,45,
33663336,2026-07-23,3,53,4,15,120,Realizar el movimiento completo.
33663336,2026-07-23,4,4,3,10,90,Realizar el movimiento completo.
33663336,2026-07-23,5,15,5,10,90,Reducir el peso si pierde la técnica.
33663336,2026-07-23,6,9,4,9,30,
33663336,2026-07-23,7,33,3,11,90,
33663336,2026-07-23,8,5,5,11,120,
33663336,2026-07-23,9,20,5,10,45,Reducir el peso si pierde la técnica.
33663336,2026-07-23,10,23,3,12,120,
35871899,2026-02-18,1,46,5,13,120,Reducir el peso si pierde la técnica.
35871899,2026-02-18,2,41,4,12,30,Aumentar el peso si completa todas las series.
35871899,2026-02-18,3,8,5,8,45,
35871899,2026-02-18,4,6,5,13,120,Reducir el peso si pierde la técnica.
